transformer_id,loc,name,ser,codetx,sample_day,transformer_overall_severity_level,transformer_overall_severity_label,transformer_overall_severity_score,overall_score_type,overall_score_formula,overall_score_is_weighted,overall_score_is_failure_probability,overall_score_history_is_bounded,history_mean_status_before_current,history_status_slope_per_observation,maintenance_priority,maintenance_priority_ordinal,maintenance_priority_reason,maintenance_priority_is_weighted,maintenance_priority_score_type,critical_front_flag,critical_rule,critical_reference,critical_evidence_table,critical_evidence_gas,critical_evidence_ratio,current_fault,current_fault_group,fault_criticality_class,fault_criticality_source,current_fault_posterior_max,current_fault_entropy,diagnostic_agreement_ratio,history_record_count,history_span_days,history_max_status_before_current,history_nonzero_status_record_count,history_abnormal_record_count,history_critical_record_count,history_abnormal_record_ratio,history_critical_record_ratio,history_fault_occurrence_count,history_dominant_fault,history_fault_entropy,history_dominant_fault_count,history_recurrent_fault_fraction,history_current_fault_recurrence_fraction,history_fault_persistence,history_worsening_transition_count,history_improving_transition_count,history_stable_transition_count,history_observed_transition_count,history_worsening_transition_ratio,history_improving_transition_ratio,history_has_observed_trend,single_record_transformer,history_data_sufficiency_level,current_standardized_exceedance,current_concentration_exceedance_ratio,current_delta_exceedance_ratio,current_rate_exceedance_ratio,current_status3_standardized_exceedance,current_delta_exceedance,current_standard_trigger_count,historical_max_standardized_exceedance,table1_exceed_count,table2_exceed_count,table3_exceed_count,table4_exceed_count,ieee_table1_exceeding_gases,ieee_table2_exceeding_gases,ieee_table3_exceeding_gases,ieee_table4_exceeding_gases,ieee_confirmation_required,ieee_delta_available,ieee_rate_available,ieee_rate_span_months,rank,rank_tie,rank_group_size,severity_rank_within_class,severity_class_size,severity_rank_text,rank_percentile,relative_fleet_rank_percentile,fleet_rank_percentile,priority_score,priority_score_type,severity_priority_score_type,severity_evidence_vector,ranking_policy,ranking_is_weighted,ranking_is_health_score,ranking_uses_record_count_as_severity,ranking_uses_fault_criticality_as_severity,recommended_action,maintenance_priority_rank,maintenance_priority_rank_percentile,pareto_dominance_count,pareto_front,pareto_interpretation
136702,BL,KT2A,136702,BLKT2A,2023-06-03,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,2.0,0.29999999999999993,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_2_95TH_CONCENTRATION,ch4,3.2,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9994766670153397,0.0023007941654458884,100.0,4,1297.0,2,3,4,1,1.0,0.25,3,DISCHARGE,0.6365141682948128,2,0.6666666666666666,0.3333333333333333,1,1,0,2,3,0.3333333333333333,0.0,True,False,2,8.533333333333333,8.533333333333333,2.64,1.0,8.533333333333333,1,3,1.4666666666666666,3,2,2,0,"['ch4', 'c2h6', 'co2']","['ch4', 'c2h6']","['h2', 'c2h6']",[],True,True,False,,41,False,1,41,386,41/386,93.6,93.6,93.6,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|2|0|2|3|8.533333333333333|1.0|1.0|2|1.4666666666666666,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,41,93.6,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
8R8407T2,PR,KT2A,8R8407T2,PRKT2A,2023-04-21,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,2.75,0.1999999999999997,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_2_95TH_CONCENTRATION,ch4,4.32,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9994766670153397,0.0023007941654458884,100.0,5,1433.0,3,4,5,4,1.0,0.8,5,THERMAL,0.5004024235381879,4,0.8,0.8,1,1,0,3,4,0.25,0.0,True,False,2,8.4,8.4,6.9,1.0,8.4,1,3,10.044444444444444,2,2,2,0,"['ch4', 'c2h6']","['ch4', 'c2h6']","['ch4', 'c2h6']",[],True,True,False,,42,False,1,42,386,42/386,93.5,93.5,93.5,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|2|0|2|3|8.4|1.0|1.0|3|10.044444444444444,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,42,93.5,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
8P9088T1,CT,KT1A,8P9088T1,CTKT1A,2024-03-09,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,3.0,-4.151461237982223e-16,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_2_95TH_CONCENTRATION,ch4,4.28,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9994766670153397,0.0023007941654458884,100.0,5,1455.0,3,4,5,5,1.0,1.0,5,THERMAL,-0.0,5,1.0,1.0,5,0,0,4,4,0.0,0.0,True,False,2,8.322222222222223,8.322222222222223,7.44,1.0,8.322222222222223,1,3,6.8,2,2,2,0,"['ch4', 'c2h6']","['ch4', 'c2h6']","['ch4', 'c2h6']",[],True,True,False,,43,False,1,43,386,43/386,93.3,93.3,93.3,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|2|0|2|3|8.322222222222223|1.0|1.0|3|6.8,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,43,93.3,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
890900048,SN1,KT1A,890900048,SN1KT1A,2024-06-02,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,3.0,2.5691830594314166e-17,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_2_95TH_CONCENTRATION,ch4,4.137142857142857,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9994766670153397,0.0023007941654458884,100.0,4,1086.0,3,3,4,4,1.0,1.0,4,THERMAL,-0.0,4,1.0,1.0,4,0,0,3,3,0.0,0.0,True,False,2,8.044444444444444,8.044444444444444,8.5,1.0,8.044444444444444,1,3,36.4,2,2,2,0,"['ch4', 'c2h6']","['ch4', 'c2h6']","['ch4', 'c2h6']",[],True,True,False,,44,False,1,44,386,44/386,93.1,93.1,93.1,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|2|0|2|3|8.044444444444444|1.0|1.0|3|36.4,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,44,93.1,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
573074,BP2,KT4A,573074,BP2KT4A,2024-05-24,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,3.0,-4.151461237982223e-16,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_2_95TH_CONCENTRATION,ch4,4.085714285714285,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9994766670153397,0.0023007941654458884,100.0,5,1870.0,3,4,5,5,1.0,1.0,3,THERMAL,-0.0,3,1.0,1.0,3,0,0,4,4,0.0,0.0,True,False,2,7.944444444444445,7.944444444444445,9.84,1.0,7.944444444444445,1,3,23.666666666666668,3,2,2,0,"['h2', 'ch4', 'c2h6']","['ch4', 'c2h6']","['ch4', 'c2h6']",[],True,True,False,,45,False,1,45,386,45/386,93.0,93.0,93.0,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|2|0|2|3|7.944444444444445|1.0|1.0|3|23.666666666666668,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,45,93.0,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
890900047,SA2,KT2A,890900047,SA2KT2A,2023-05-14,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,3.0,1.4970566549032267e-16,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_2_95TH_CONCENTRATION,ch4,4.0,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9994766670153397,0.0023007941654458884,100.0,3,729.0,3,2,3,3,1.0,1.0,3,THERMAL,-0.0,3,1.0,1.0,3,0,0,2,2,0.0,0.0,True,False,2,7.777777777777778,7.777777777777778,7.12,1.0,7.777777777777778,1,3,11.055555555555555,2,2,2,0,"['ch4', 'c2h6']","['ch4', 'c2h6']","['ch4', 'c2h6']",[],True,True,False,,46,False,1,46,386,46/386,92.8,92.8,92.8,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|2|0|2|3|7.777777777777778|1.0|1.0|3|11.055555555555555,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,46,92.8,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
8P9096T1,RY1,KT2A,8P9096T1,RY1KT2A,2024-04-19,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,3.0,-4.151461237982223e-16,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_2_95TH_CONCENTRATION,ch4,2.875,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9994766670153397,0.0023007941654458884,100.0,5,1490.0,3,4,5,5,1.0,1.0,5,THERMAL,-0.0,5,1.0,1.0,5,0,0,4,4,0.0,0.0,True,False,2,7.666666666666667,7.666666666666667,6.571428571428571,1.0,7.666666666666667,1,3,5.933333333333334,2,2,2,0,"['ch4', 'c2h6']","['ch4', 'c2h6']","['ch4', 'c2h6']",[],True,True,False,,47,False,1,47,386,47/386,92.7,92.7,92.7,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|2|0|2|3|7.666666666666667|1.0|1.0|3|5.933333333333334,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,47,92.7,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
8P8744T1,CM1,KT1A,8P8744T1,CM1KT1A,2024-03-08,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,3.0,-7.1104819549512e-17,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_2_95TH_CONCENTRATION,ch4,3.7085714285714286,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9994766670153397,0.0023007941654458884,100.0,6,1628.0,3,5,6,6,1.0,1.0,6,THERMAL,-0.0,6,1.0,1.0,6,0,0,5,5,0.0,0.0,True,False,2,7.211111111111111,7.211111111111111,10.44,1.0,7.211111111111111,1,3,5.611111111111111,2,2,2,0,"['ch4', 'c2h6']","['ch4', 'c2h6']","['ch4', 'c2h6']",[],True,True,False,,48,False,1,48,386,48/386,92.5,92.5,92.5,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|2|0|2|3|7.211111111111111|1.0|1.0|3|5.611111111111111,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,48,92.5,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
8134150101,KK1,KT3A,8134150101,KK1KT3A,2024-02-08,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,3.0,-1.86247137567324e-16,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_2_95TH_CONCENTRATION,ch4,3.6228571428571428,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9994766670153397,0.0023007941654458884,100.0,14,1822.0,3,13,14,14,1.0,1.0,14,THERMAL,-0.0,14,1.0,1.0,14,0,0,13,13,0.0,0.0,True,False,2,7.044444444444444,7.044444444444444,6.04,1.0,7.044444444444444,1,3,46.13333333333333,2,2,2,0,"['ch4', 'c2h6']","['ch4', 'c2h6']","['ch4', 'c2h6']",[],True,True,False,,49,False,1,49,386,49/386,92.3,92.3,92.3,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|2|0|2|3|7.044444444444444|1.0|1.0|3|46.13333333333333,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,49,92.3,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
890900046,SA2,KT1A,890900046,SA2KT1A,2023-05-14,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,3.0,1.4970566549032267e-16,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_2_95TH_CONCENTRATION,ch4,3.5885714285714285,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9994766670153397,0.0023007941654458884,100.0,3,729.0,3,2,3,3,1.0,1.0,3,THERMAL,-0.0,3,1.0,1.0,3,0,0,2,2,0.0,0.0,True,False,2,6.977777777777778,6.977777777777778,4.2,1.0,6.977777777777778,1,3,7.833333333333333,2,2,2,0,"['ch4', 'c2h6']","['ch4', 'c2h6']","['c2h6', 'c2h4']",[],True,True,False,,50,False,1,50,386,50/386,92.2,92.2,92.2,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|2|0|2|3|6.977777777777778|1.0|1.0|3|7.833333333333333,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,50,92.2,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
8P9099T2,SU1,KT2A,8P9099T2,SU1KT2A,2024-02-18,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,2.8,0.02857142857142877,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_2_95TH_CONCENTRATION,h2,2.575,NORMAL,NORMAL,NO_FAULT,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9991190805713082,0.0036423344123376793,50.0,6,1438.0,3,5,6,5,1.0,0.8333333333333334,3,DISCHARGE,0.6365141682948128,2,0.6666666666666666,0.0,1,1,1,3,5,0.2,0.2,True,False,2,6.866666666666666,6.866666666666666,7.32,1.0,6.866666666666666,1,3,13.7,3,2,2,0,"['h2', 'ch4', 'c2h6']","['h2', 'c2h6']","['h2', 'c2h6']",[],True,True,False,,51,False,1,51,386,51/386,92.0,92.0,92.0,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|2|0|2|3|6.866666666666666|1.0|1.0|3|13.7,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,51,92.0,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
574409,PTN,KT2A,574409,PTNKT2A,2023-07-17,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,3.0,-3.419931092488579e-17,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_2_95TH_CONCENTRATION,ch4,2.8914285714285715,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9994766670153397,0.0023007941654458884,100.0,9,1591.0,3,8,9,9,1.0,1.0,9,THERMAL,-0.0,9,1.0,1.0,9,0,0,8,8,0.0,0.0,True,False,2,5.622222222222222,5.622222222222222,7.32,1.0,5.622222222222222,1,3,26.066666666666666,2,2,2,0,"['ch4', 'c2h6']","['ch4', 'c2h6']","['ch4', 'c2h6']",[],True,True,False,,52,False,1,52,386,52/386,91.9,91.9,91.9,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|2|0|2|3|5.622222222222222|1.0|1.0|3|26.066666666666666,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,52,91.9,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
8R8398T1,CM2,KT1A,8R8398T1,CM2KT1A,2024-02-08,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,3.0,-7.1104819549512e-17,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_2_95TH_CONCENTRATION,ch4,2.605714285714286,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9994766670153397,0.0023007941654458884,100.0,6,1571.0,3,5,6,6,1.0,1.0,6,THERMAL,-0.0,6,1.0,1.0,6,0,0,5,5,0.0,0.0,True,False,2,5.066666666666666,5.066666666666666,4.48,1.0,5.066666666666666,1,3,20.333333333333332,2,2,2,0,"['ch4', 'c2h6']","['ch4', 'c2h6']","['ch4', 'c2h6']",[],True,True,False,,53,False,1,53,386,53/386,91.7,91.7,91.7,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|2|0|2|3|5.066666666666666|1.0|1.0|3|20.333333333333332,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,53,91.7,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
EDP001201,MR,KT1A,EDP001201,MRKT1A,2024-05-25,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,3.0,-4.151461237982223e-16,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_2_95TH_CONCENTRATION,ch4,2.1314285714285712,T1,THERMAL,LOWER_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9994766670153397,0.0023007941654458884,100.0,5,1924.0,3,4,5,5,1.0,1.0,5,THERMAL,-0.0,5,1.0,1.0,5,0,0,4,4,0.0,0.0,True,False,2,4.144444444444445,4.144444444444445,5.16,1.0,4.144444444444445,1,3,2.7555555555555555,2,2,2,0,"['ch4', 'c2h6']","['ch4', 'c2h6']","['ch4', 'c2h6']",[],True,True,False,,54,False,1,54,386,54/386,91.5,91.5,91.5,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|2|0|2|3|4.144444444444445|1.0|1.0|3|2.7555555555555555,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,54,91.5,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
338031,NR1,KT1A,338031,NR1KT1A,2024-02-27,3,STATUS_3,3.0,IEEE_ORDINAL_CURRENT_STATUS,current IEEE status (0..3),False,False,False,2.5,0.10714285714285707,STATUS_3,3,"IEEE Status 3 is the current condition class. Maintenance order is determined separately by current standardized exceedance and independent IEEE trigger evidence, then by historical evidence.",False,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,False,NOT_USED,No additional severity class is created; IEEE Status 1/2/3 remain the condition classes.,TABLE_2_95TH_CONCENTRATION,co,1.236125,T2,THERMAL,ELEVATED_URGENCY,Qualitative fault-context layer informed by the standard fault taxonomy and transformer diagnostic literature; not a numeric severity weight and not used to override IEEE DGA status.,0.9964756281071343,0.013295802133288319,0.0,7,1776.0,3,6,7,4,1.0,0.5714285714285714,7,THERMAL,0.410116318288409,6,0.8571428571428571,0.8571428571428571,2,1,1,4,6,0.16666666666666666,0.16666666666666666,True,False,2,1.798,1.798,3.5582857142857143,1.0,1.798,1,3,1.8234,3,2,2,0,"['ch4', 'co', 'co2']","['co', 'co2']","['co', 'co2']",[],True,True,False,,55,False,1,55,386,55/386,91.4,91.4,91.4,,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,UNWEIGHTED_LEXICOGRAPHIC_EVIDENCE_ORDER,3|2|0|2|3|1.798|1.0|1.0|3|1.8234,current IEEE status; current Table-2 concentration evidence; current Table-4 rate evidence; current Table-3 delta evidence; current trigger-table count; separate concentration/delta/rate ratios; historical maximum status; historical maximum concentration exceedance,False,False,False,False,STATUS_3_RANKED_INVESTIGATION,55,91.4,0,False,Compatibility field only; maintenance order uses the documented unweighted lexicographic evidence vector.
